作文分词语频统计结果 (GPF分词)
============================================================
文件数量: 282
不同词汇数量: 25,529
============================================================

排名       词语               词频          
17604    好言               1           
17605    相劝               1           
17606    轻生               1           
17607    雇舟               1           
17608    心急如焚             1           
17609    渡船               1           
17610    雇佣               1           
17611    船手               1           
17612    水上飞              1           
17613    郎心               1           
17614    舟行似箭             1           
17615    京城               1           
17616    悲思               1           
17617    独念               1           
17618    夜意               1           
17619    相忆               1           
17620    四十六              1           
17621    郑州               1           
17622    一丝一柱思华年          1           
17623    庄生晓梦迷            1           
17624    望帝春心托            1           
17625    沧海               1           
17626    蓝田日暖玉生烟          1           
17627    追思               1           
17628    晚唐               1           
17629    孤灯               1           
17630    终老               1           
17631    羊年               1           
17632    大春               1           
17633    南粤               1           
17634    战线               1           
17635    危难               1           
17636    重于泰山             1           
17637    广州市第一人民医院        1           
17638    吕小春              1           
17639    器械               1           
17640    恨不得一下子           1           
17641    党员               1           
17642    世界卫生组织           1           
17643    官员               1           
17644    中国工程院            1           
17645    救护               1           
17646    钟南山              1           
17647    士答               1           
17648    众志成城             1           
17649    和衷共济             1           
17650    中流砥柱             1           
17651    艰苦奋斗             1           
17652    冲锋               1           
17653    疫区               1           
17654    防治               1           
17655    响响               1           
17656    警钟               1           
17657    求真务实             1           
17658    敬礼               1           
17659    抗疫               1           
17660    斗士               1           
17661    广东清远市            1           
17662    清新县第一中学          1           
17663    大全               1           
17664    本分               1           
17665    安份               1           
17666    君子之交             1           
17667    安乐窝5             1           
17668    暗无天日5            1           
17669    白吃狼吞虎咽           1           
17670    拔山               1           
17671    鼎5               1           
17672    老蚌生珠             1           
17673    捕风捉影5            1           
17674    弥天大谎             1           
17675    时装               1           
17676    千钧一发             1           
17677    善终               1           
17678    禁令               1           
17679    越雷池一步5           1           
17680    不解之缘60.最高        1           
17681    寿寿比南山            1           
17682    鼠目寸光             1           
17683    不声不响6            1           
17684    螳臂               1           
17685    建筑铜墙铁壁           1           
17686    绝食               1           
17687    周粟               1           
17688    赛马               1           
17689    万马奔腾             1           
17690    不惜工本6            1           
17691    寿星               1           
17692    肖子孙              1           
17693    无米之炊             1           
17694    不义之财6            1           
17695    吟咏               1           
17696    骚客               1           
17697    吴牛喘月             1           
17698    病不治之症            1           
17699    人心口如一            1           
17700    一本万利             1           
17701    配对               1           
17702    才子佳人7            1           
17703    出气               1           
17704    惨不忍睹7            1           
17705    跨步一步登天           1           
17706    惨淡经营7            1           
17707    豺狐               1           
17708    一夫当关             1           
17709    吻豺               1           
17710    一傅众咻             1           
17711    论文               1           
17712    长篇大论7            1           
17713    明7               1           
17714    车水马龙7            1           
17715    一馈               1           
17716    女婿               1           
17717    乘龙佳婿7            1           
17718    劳动一劳永逸           1           
17719    赤子之心8            1           
17720    辩论               1           
17721    唇枪舌剑             1           
17722    寸草不生8            1           
17723    一目十行             1           
17724    东西分文不值85.最短的     1           
17725    一手遮天             1           
17726    鱼网               1           
17727    凤毛麟角88.最重        1           
17728    福福如东海89.最高       1           
17729    人福星              1           
17730    照9               1           
17731    稿费               1           
17732    一字千金             1           
17733    副业               1           
17734    门经               1           
17735    狗拿耗子9            1           
17736    衣冠优              1           
17737    孟衣冠              1           
17738    外科               1           
17739    狗尾续              1           
17740    貂9               1           
17741    差使               1           
17742    鬼斧神工9            1           
17743    魔术海市蜃楼94.最高点     1           
17744    好好先生             1           
17745    终南捷径             1           
17746    虎头蛇尾9            1           
17747    菜众               1           
17748    私宅               1           
17749    拥有者              1           
17750    狡兔               1           
17751    窟9               1           
17752    嫌犯               1           
17753    投罗网              1           
17754    精卫填海98.          1           
17755    管事               1           
17756    和尚               1           
17757    做一天和尚撞一天钟        1           
17758    虎背               1           
17759    熊腰               1           
17760    呼吸气吞山河           1           
17761    事情路人皆知           1           
17762    胸怀若谷             1           
17763    偷天换日             1           
17764    嘴巴口若悬河           1           
17765    一语千金             1           
17766    驷马               1           
17767    忠言               1           
17768    海枯石烂             1           
17769    一言千里             1           
17770    废寝忘食             1           
17771    千秋万代             1           
17772    劳动斩草除根           1           
17773    费时               1           
17774    百年树人             1           
17775    医术               1           
17776    药到病除             1           
17777    鬼斧神工             1           
17778    一呼百应             1           
17779    过目成诵             1           
17780    针无孔不入            1           
17781    虎头蛇尾             1           
17782    容量               1           
17783    包罗万象             1           
17784    胡思乱              1           
17785    脖根               1           
17786    整整齐齐             1           
17787    勺形               1           
17788    惊疑               1           
17789    不怎样              1           
17790    落难               1           
17791    姜依               1           
17792    总分708分           1           
17793    教益               1           
17794    风声鹤唳             1           
17795    荣辱               1           
17796    得失               1           
17797    锱铢必较             1           
17798    顿挫               1           
17799    惧灰               1           
17800    选材               1           
17801    点题               1           
17802    内蒙古通辽市           1           
17803    蔡静               1           
17804    60年              1           
17805    弹指挥间             1           
17806    0岁               1           
17807    共和国              1           
17808    饱经战争             1           
17809    大国               1           
17810    国民政府             1           
17811    搜刮               1           
17812    前期               1           
17813    民生               1           
17814    凋敝               1           
17815    百废待兴             1           
17816    农业国              1           
17817    人均               1           
17818    拥有量              1           
17819    发达国家             1           
17820    编制               1           
17821    火柴               1           
17822    洋火               1           
17823    钉子               1           
17824    洋钉               1           
17825    西洋               1           
17826    资料片              1           
17827    璀璨夺目             1           
17828    抗震救灾             1           
17829    拨云见日             1           
17830    多灾多难             1           
17831    汶川地动山摇           1           
17832    毒奶               1           
17833    震灾               1           
17834    雪灾               1           
17835    毒灾               1           
17836    五味杂陈             1           
17837    多难兴邦             1           
17838    大难大悲大喜           1           
17839    迈入               1           
17840    内需               1           
17841    盼头               1           
17842    总网               1           
17843    逆转               1           
17844    反顾               1           
17845    乘风破浪             1           
17846    十七大              1           
17847    灿烂辉煌             1           
17848    史册               1           
17849    人民共和国            1           
17850    递换               1           
17851    杂糅               1           
17852    飕飕               1           
17853    难以名状             1           
17854    忐忑               1           
17855    天桥               1           
17856    大马               1           
17857    如东               1           
17858    逝水               1           
17859    稳妥               1           
17860    夏柳成荫             1           
17861    秋风薰香             1           
17862    冰肌               1           
17863    云集               1           
17864    光彩夺目             1           
17865    考试型              1           
17866    枝枝叶叶             1           
17867    注目               1           
17868    惊觉               1           
17869    打苞               1           
17870    鼻息               1           
17871    浙江温州第二中学         1           
17872    黄龙校区             1           
17873    张丽敏              1           
17874    又惊又喜             1           
17875    票面               1           
17876    加盖               1           
17877    邮政               1           
17878    审查               1           
17879    邮递员              1           
17880    指印               1           
17881    收信人              1           
17882    新矸小学502班         1           
17883    1排               1           
17884    2桌               1           
17885    新矸小学502          1           
17886    班4               1           
17887    1桌               1           
17888    小熊               1           
17889    憨样               1           
17890    Mybestfriend,hello! 1           
17891    味-----妈妈         1           
17892    生气......         1           
17893    恶性循环             1           
17894    联赛               1           
17895    张感               1           
17896    ......我          1           
17897    李辛夷              1           
17898    月2               1           
17899    初赛               1           
17900    北仑中学             1           
17901    品课               1           
17902    起诉               1           
17903    都江堰市             1           
17904    强词               1           
17905    夺理               1           
17906    人......          1           
17907    留......          1           
17908    !加油!             1           
17909    方圆书              1           
17910    五四三二一            1           
17911    宇宙飞船             1           
17912    杨洋               1           
17913    神密               1           
17914    大信               1           
17915    兴奋劲              1           
17916    宇航               1           
17917    真传               1           
17918    弟子               1           
17919    街灯               1           
17920    郭沫若              1           
17921    街市               1           
17922    相差               1           
17923    形体               1           
17924    转换器              1           
17925    别有洞天             1           
17926    张大嘴巴             1           
17927    彩光               1           
17928    如梦如幻如临仙境         1           
17929    蝉儿               1           
17930    欢飞               1           
17931    谷子               1           
17932    秋高气爽             1           
17933    飘舞               1           
17934    冰道               1           
17935    滑雪               1           
17936    温新技术             1           
17937    出错               1           
17938    合体               1           
17939    取长补短             1           
17940    增进               1           
17941    [点               1           
17942    创造力              1           
17943    分段               1           
17944    刘蕊               1           
17945    太原               1           
17946    实验中学             1           
17947    常丽文              1           
17948    没劲               1           
17949    FO               1           
17950    冷战               1           
17951    哎,               1           
17952    逗留所              1           
17953    横幅               1           
17954    守门人              1           
17955    知恩图报             1           
17956    限于               1           
17957    纳溪河东小学           1           
17958    笑哦               1           
17959    屁孩               1           
17960    ~贩               1           
17961    星期会              1           
17962    信息化              1           
17963    信真               1           
17964    不复存在             1           
17965    Bestfriend哦      1           
17966    和七七一样            1           
17967    赵之昂              1           
17968    会分               1           
17969    中美术班             1           
17970    考美院              1           
17971    说起               1           
17972    浅川               1           
17973    河岸               1           
17974    Li               1           
17975    le               1           
17976    gi               1           
17977    rl               1           
17978    凶巴巴              1           
17979    缘蛮               1           
17980    别班               1           
17981    Bo               1           
17982    ys               1           
17983    暗恋               1           
17984    至今为止             1           
17985    艺点               1           
17986    考级               1           
17987    考市               1           
17988    考卷               1           
17989    怪不得人家            1           
17990    唉~~~~            1           
17991    表姐               1           
17992    改建               1           
17993    正门               1           
17994    浔东               1           
17995    食言哦              1           
17996    O(               1           
17997    O~               1           
17998    哦.”呵呵            1           
17999    o,               1           
18000    湖中               1           
18001    咸涩               1           
18002    路标               1           
18003    纳入               1           
18004    闪电               1           
18005    铮铮傲骨             1           
18006    锻造               1           
18007    五湖四海             1           
18008    意气风发             1           
18009    金星               1           
18010    素以               1           
18011    礼仪之邦             1           
18012    著称               1           
18013    先人               1           
18014    大旗               1           
18015    中国欲存争            1           
18016    启迪               1           
18017    礼仪               1           
18018    受用               1           
18019    降解               1           
18020    分类               1           
18021    亚运村              1           
18022    错落有致             1           
18023    斗志昂扬             1           
18024    Guangzhou        1           
18025    2)班              1           
18026    李博雅              1           
18027    年龄段              1           
18028    悲               1           
18029    哀               1           
18030    奥数课              1           
18031    奥术               1           
18032    零零星星             1           
18033    空当               1           
18034    大天亮              1           
18035    气扬               1           
18036    牛气               1           
18037    小算盘              1           
18038    发愁               1           
18039    充数               1           
18040    学区               1           
18041    饮料筒              1           
18042    三五               1           
18043    预言家              1           
18044    萤囊               1           
18045    映雪               1           
18046    鼓鼓               1           
18047    傻呆呆地             1           
18048    逆反               1           
18049    表述               1           
18050    半死               1           
18051    气绝               1           
18052    1.去学校            1           
18053    烤肠               1           
18054    暴风皮包店            1           
18055    皮包店              1           
18056    说不定会             1           
18057    紧紧张张             1           
18058    费               1           
18059    解               1           
18060    形容词              1           
18061    写写画画             1           
18062    大愚若智             1           
18063    卖力               1           
18064    小差               1           
18065    小白刚才             1           
18066    小白解围             1           
18067    作证               1           
18068    现编               1           
18069    呼噜               1           
18070    拷问               1           
18071    福布斯组织            1           
18072    课会               1           
18073    小蕊               1           
18074    恒星               1           
18075    行星               1           
18076    外星语              1           
18077    小楠               1           
18078    次次               1           
18079    水池子              1           
18080    疯疯               1           
18081    出出               1           
18082    末尾               1           
18083    张雅丽              1           
18084    庚午年              1           
18085    厚度               1           
18086    正比               1           
18087    神婆               1           
18088    上官儿              1           
18089    世才               1           
18090    神赐               1           
18091    课讲               1           
18092    射影               1           
18093    勾股               1           
18094    海伦               1           
18095    方程               1           
18096    求解               1           
18097    定律               1           
18098    阿基米德             1           
18099    马德堡半球实验托里拆利实验    1           
18100    屋后               1           
18101    玩捉迷藏             1           
18102    小王               1           
18103    廋小               1           
18104    独门               1           
18105    秘方               1           
18106    说大话              1           
18107    呱呱地说             1           
18108    压制               1           
18109    地猜               1           
18110    平分               1           
18111    贴近               1           
18112    耳里               1           
18113    纹身               1           
18114    偎依               1           
18115    怀里数              1           
18116    远飞               1           
18117    埋没               1           
18118    华罗庚奥林匹克          1           
18119    数理化              1           
18120    攻克               1           
18121    甘世佳              1           
18122    伊甸乐园             1           
18123    春水               1           
18124    周公天天             1           
18125    亚洲               1           
18126    大康               1           
18127    冀望               1           
18128    艾滋病              1           
18129    癌病               1           
18130    药费               1           
18131    发梦               1           
18132    下定决心             1           
18133    跨过生              1           
18134    天佑               1           
18135    马小玲              1           
18136    可恨               1           
18137    台山市              1           
18138    程佳坤              1           
18139    康熙               1           
18140    贪官污吏             1           
18141    严惩不贷             1           
18142    明君               1           
18143    三轮车              1           
18144    余雪               1           
18145    柴火               1           
18146    1日中雪             1           
18147    蚌鹤               1           
18148    渔翁               1           
18149    锅盖               1           
18150    挡箭牌              1           
18151    毛竹               1           
18152    熄火               1           
18153    做头               1           
18154    身体头              1           
18155    做手               1           
18156    满头大汗四肢           1           
18157    p2008            1           
18158    2日中雪             1           
18159    白皑皑              1           
18160    真爽               1           
18161    风般               1           
18162    富春江镇中学           1           
18163    邹立炜              1           
18164    张娃娃脸             1           
18165    沉吟               1           
18166    手榴弹              1           
18167    胡扯               1           
18168    云里雾              1           
18169    写字桌              1           
18170    中班               1           
18171    吻癖               1           
18172    防范于未然            1           
18173    大神               1           
18174    懵懵懂懂             1           
18175    桃色               1           
18176    吧~               1           
18177    纠结               1           
18178    ng               1           
18179    绯闻               1           
18180    某次               1           
18181    男神               1           
18182    嫂子               1           
18183    一二三四五年级          1           
18184    撰组               1           
18185    那河               1           
18186    顿悟               1           
18187    就义               1           
18188    干干               1           
18189    滴眼药水             1           
18190    赵渊圣吉便特慈善         1           
18191    轻声细语             1           
18192    蒋昕筠              1           
18193    眼镜框              1           
18194    那眸               1           
18195    王晨阳小心翼翼          1           
18196    七七四十九            1           
18197    欺压欲              1           
18198    施力点              1           
18199    阿城区              1           
18200    张淞朋              1           
18201    文件......         1           
18202    j市               1           
18203    詹姆斯邦德            1           
18204    手枪               1           
18205    千米               1           
18206    升职               1           
18207    乔装               1           
18208    混进               1           
18209    防盗               1           
18210    万变器              1           
18211    十二点十五分           1           
18212    十二点              1           
18213    假发               1           
18214    解码器              1           
18215    满载而归             1           
18216    雷霆               1           
18217    r."              1           
18218    一百五十             1           
18219    讲究               1           
18220    战略               1           
18221    ,s               1           
18222    突击车              1           
18223    门卫房              1           
18224    4A               1           
18225    1干               1           
18226    我队               1           
18227    伤亡               1           
18228    军衔               1           
18229    高兴......（故事      1           
18230    程世财作者            1           
18231    阿城区和平小学校         1           
18232    程世财              1           
18233    身才               1           
18234    眼神......妈妈       1           
18235    老老实实             1           
18236    ......支铅笔        1           
18237    原主               1           
18238    青口               1           
18239    打碎               1           
18240    闯祸               1           
18241    赔礼道歉             1           
18242    u!               1           
18243    苏晓君              1           
18244    朝阳小学             1           
18245    穿衣               1           
18246    不时髦              1           
18247    手工艺品             1           
18248    工整               1           
18249    拿手               1           
18250    啪啪               1           
18251    调理               1           
18252    香味儿              1           
18253    白菜               1           
18254    羊肉串              1           
18255    布几               1           
18256    蘑菇               1           
18257    罢休               1           
18258    整个儿              1           
18259    天齐庙玩             1           
18260    午觉               1           
18261    睡够               1           
18262    躁.当然             1           
18263    气急败坏             1           
18264    火眼               1           
18265    罗田三里畈小学四（2）班     1           
18266    清华同方电脑           1           
18267    拼音               1           
18268    移头               1           
18269    选出               1           
18270    精神抖擞             1           
18271    头部               1           
18272    拖动               1           
18273    汪连杰              1           
18274    武士               1           
18275    表兄               1           
18276    留神               1           
18277    PT               1           
18278    幻灯               1           
18279    课件               1           
18280    得意忘形             1           
18281    逐个               1           
18282    查找               1           
18283    有喜有忧             1           
18284    北京故宫             1           
18285    八达岭              1           
18286    内蒙古草原            1           
18287    冥思苦想             1           
18288    下载               1           
18289    呼伦贝尔草原           1           
18290    陈巴尔虎旗            1           
18291    深情并茂             1           
18292    课余               1           
18293    青海               1           
18294    湟源县第二小学          1           
18295    谈宏               1           
18296    央视               1           
18297    妇孺皆知             1           
18298    功名利禄             1           
18299    专访               1           
18300    理理               1           
18301    评画               1           
18302    心不在焉             1           
18303    停滞不前             1           
18304    上美院              1           
18305    深造               1           
18306    美术课              1           
18307    虚浮               1           
18308    擦亮               1           
18309    洛阳市涧西区联盟路        1           
18310    年月日              1           
18311    伊人之素             1           
18312    春梅               1           
18313    绽雪               1           
18314    美人之洁             1           
18315    美人之静             1           
18316    恍如               1           
18317    松生               1           
18318    空谷               1           
18319    流火               1           
18320    耕牛               1           
18321    午时               1           
18322    骄阳似火             1           
18323    野兔               1           
18324    凶狠               1           
18325    山羊               1           
18326    恶斗               1           
18327    瓦蓝               1           
18328    灌木丛              1           
18329    桑叶               1           
18330    栽桑               1           
18331    采叶               1           
18332    织丝               1           
18333    嫁衣裳              1           
18334    目若秋波             1           
18335    若笑               1           
18336    嗔视               1           
18337    风雨如晦             1           
18338    倩影               1           
18339    幽婉               1           
18340    木瓜               1           
18341    琼琚               1           
18342    木桃               1           
18343    芸芸众生之中           1           
18344    饱手               1           
18345    鸣叫               1           
18346    关关               1           
18347    雎鸠               1           
18348    参差荇菜             1           
18349    寤寐               1           
18350    求之               1           
18351    寤寐思服             1           
18352    冒然               1           
18353    父兄               1           
18354    梢头               1           
18355    日落桑榆间            1           
18356    灌木               1           
18357    丛红彤彤             1           
18358    厅堂               1           
18359    雅乐               1           
18360    畜棚               1           
18361    单衣               1           
18362    耕田               1           
18363    毫无办法             1           
18364    掩映               1           
18365    皮袍               1           
18366    参天               1           
18367    长命无绝衰            1           
18368    草丛               1           
18369    秋初               1           
18370    定州二中             1           
18371    王静               1           
18372    每月               1           
18373    扶养费              1           
18374    衣柜               1           
18375    马尾束              1           
18376    轻巧               1           
18377    一年四季             1           
18378    蹋鼻子              1           
18379    靴子               1           
18380    剌骨               1           
18381    肩头               1           
18382    梳子               1           
18383    原样               1           
18384    六七年              1           
18385    光景               1           
18386    软软               1           
18387    南京林业大学           1           
18388    工科               1           
18389    林大芬芳             1           
18390    老师----于          1           
18391    南林               1           
18392    社团---            1           
18393    安安静静             1           
18394    浪漫主义             1           
18395    热泪               1           
18396    怀想               1           
18397    科林               1           
18398    失散               1           
18399    取景               1           
18400    音乐…              1           
18401    横笛               1           
18402    柔缓               1           
18403    …童               1           
18404    偏执               1           
18405    银座城              1           
18406    活生生              1           
18407    对白               1           
18408    银座               1           
18409    洗浴               1           
18410    ----正            1           
18411    鉴赏               1           
18412    旧式               1           
18413    记实               1           
18414    邓波尔              1           
18415    经济危机             1           
18416    卓别林              1           
18417    戏剧界              1           
18418    海瑞               1           
18419    罢官               1           
18420    进士               1           
18421    玉堂春              1           
18422    汪曾               1           
18423    阎肃               1           
18424    上海市文化委员          1           
18425    李琪               1           
18426    牵涉               1           
18427    政治化              1           
18428    卢氏               1           
18429    趣味性              1           
18430    初期               1           
18431    咖啡厅              1           
18432    亚于               1           
18433    拉美               1           
18434    mo               1           
18435    ne               1           
18436    影象               1           
18437    映画               1           
18438    剧作者              1           
18439    ----那            1           
18440    剧本               1           
18441    下一堂影视鉴赏课         1           
18442    承蒙               1           
18443    上周六              1           
18444    金陵               1           
18445    电影----           1           
18446    开启               1           
18447    忽然----天堂         1           
18448    热情洋溢             1           
18449    阿孜古丽             1           
18450    安娜尔汗----         1           
18451    音像               1           
18452    商场               1           
18453    万象               1           
18454    有幸               1           
18455    盖头               1           
18456    大阪城              1           
18457    邻座               1           
18458    逝世               1           
18459    历尽               1           
18460    大众               1           
18461    思想家              1           
18462    粉饰               1           
18463    自然天成             1           
18464    原质               1           
18465    中国台北             1           
18466    撒哈拉沙漠            1           
18467    80岁              1           
18468    高龄               1           
18469    爱情----何止         1           
18470    伦常               1           
18471    眼泪-----因为        1           
18472    爱情-----          1           
18473    皆大欢喜             1           
18474    声来-----          1           
18475    民乐家              1           
18476    工业学院包装工程系080407209 1           
18477    金旸               1           
18478    流派               1           
18479    引领               1           
18480    芸芸众生的            1           
18481    认知性              1           
18482    近代               1           
18483    物理学              1           
18484    兼有               1           
18485    新新               1           
18486    著作               1           
18487    普利斯内尔            1           
18488    作曲               1           
18489    至此以后             1           
18490    隔岸观火             1           
18491    身临其中             1           
18492    1894年            1           
18493    同日而语             1           
18494    日新月异             1           
18495    尖端               1           
18496    此一时彼一时           1           
18497    预测               1           
18498    文学性              1           
18499    本国               1           
18500    不堪设想             1           
18501    和好莱坞             1           
18502    语境               1           
18503    宗教性              1           
18504    乐善好施             1           
18505    表露无遗             1           
18506    二战               1           
18507    题材               1           
18508    标新立异             1           
18509    众所周之             1           
18510    贫富悬殊             1           
18511    贫民               1           
18512    流浪者              1           
18513    地主               1           
18514    农奴               1           
18515    厂主               1           
18516    从属               1           
18517    悲喜交加             1           
18518    社会剧              1           
18519    印度人              1           
18520    生来               1           
18521    自古以来             1           
18522    引人深思             1           
18523    电影课              1           
18524    裘皮               1           
18525    零下               1           
18526    庭院               1           
18527    坎肩               1           
18528    怀胎               1           
18529    不单               1           
18530    碍于情面             1           
18531    无关紧要             1           
18532    寄居               1           
18533    房顶               1           
18534    废弃               1           
18535    木板               1           
18536    长凳               1           
18537    中南海              1           
18538    锡箔纸              1           
18539    笔画               1           
18540    神不知鬼不觉           1           
18541    房门小小的            1           
18542    而外               1           
18543    子朝               1           
18544    神经病              1           
18545    词汇               1           
18546    隔夜仇              1           
18547    ２００７年            1           
18548    怪事               1           
18549    惴惴不安             1           
18550    唢呐               1           
18551    太平间              1           
18552    新疆霍城66团          1           
18553    元转               1           
18554    代转               1           
18555    石榴               1           
18556    选项               1           
18557    菜刀               1           
18558    笔袋               1           
18559    板书               1           
18560    惨呵               1           
18561    平服               1           
18562    共计               1           
18563    分20秒             1           
18564    完操               1           
18565    主席台              1           
18566    进班               1           
18567    叫课               1           
18568    洗饭               1           
18569    屁狗               1           
18570    放屁               1           
18571    综合症              1           
18572    花语               1           
18573    消融               1           
18574    惧怕               1           
18575    挂念               1           
18576    打成一片             1           
18577    高二学文             1           
18578    看上               1           
18579    听理化课             1           
18580    从文               1           
18581    理化               1           
18582    嬉皮               1           
18583    忙前忙后             1           
18584    风水宝地             1           
18585    委曲               1           
18586    求全               1           
18587    自始至终             1           
18588    高二分科             1           
18589    公告栏              1           
18590    好几十              1           
18591    小诺蹦蹦跳跳           1           
18592    没完               1           
18593    小诺托人             1           
18594    局限               1           
18595    依赖性              1           
18596    折痕               1           
18597    妒嫉               1           
18598    陈默眼              1           
18599    精品屋              1           
18600    韩文               1           
18601    麻袋               1           
18602    休闲装              1           
18603    夏小诺真的            1           
18604    安安无奈             1           
18605    背靠               1           
18606    大喜大悲             1           
18607    玻璃杯              1           
18608    空空虚              1           
18609    艺术生              1           
18610    省里               1           
18611    考点               1           
18612    诺真               1           
18613    中旬               1           
